period,oha,ohv,ogs,ocp,ocf
1,605.4113528623402,107286.00000000001,17892590.949068762,49894972.778976426,-342396.3158914058
2,575.1407852192231,101921.69999999997,21785203.228134368,50153521.51093089,-699515.8253291143
3,575.1407852192232,101921.69999999998,26018703.45429886,50780076.71180856,-896981.4990230585
4,575.1407852192232,101921.69999999997,30460024.20693053,51680746.366901875,-1023892.7735007892
5,575.1407852192231,101921.69999999995,34860089.14534754,52390637.23173619,-1080369.0526099382
6,575.1407852192231,101921.69999999995,39063289.12291704,52806605.05452739,-1152101.0053988795
7,575.1407852192231,101921.69999999995,42978551.40108576,53266142.34255212,-1214381.389885433
8,635.6819205054571,101921.7,46553363.57435681,53769333.42087049,-1255220.9994937351
9,635.6819205054571,101921.69999999997,49747877.66219344,54300152.516004056,-1273299.870056986
10,575.140785219223,101921.69999999992,52635532.82863091,54836949.97726229,-1261344.0277451146
