period,oha,ohv,ogs,ocp,ocf
1,17351.650274633357,3651105.6,102287539.0416508,157186764.86652052,-1720985.263963757
2,16486.312433217816,3468550.3199999984,109883508.82934104,157434160.1555776,-2119260.9685685877
3,18219.232788365018,3468550.32,117634980.23359431,158029327.44324782,-2366343.5527346954
4,18219.232788365018,3468550.3199999994,125311351.1477297,159052492.70330903,-2517467.930822157
5,18219.23278836502,3468550.32,132726209.19849832,160469981.6896329,-2593803.602975319
6,18219.232788365014,3468550.32,139758046.71869996,161953718.56066796,-2609195.1565488474
7,17904.65897596578,3468550.3199999994,146248326.82482666,163199296.5247771,-2624409.3978529144
8,16484.067760901664,3468550.319999999,151951532.3017483,164204395.40618148,-2678062.9475265904
9,16484.067760901675,3468550.3200000003,156733230.17563233,165146033.38371223,-2691415.981003241
10,16484.067760901667,3468550.3200000017,160702426.4564794,165812123.44163582,-2664856.760315075
